"gene_id"	"proteinId"	"ecNum"	"definition"	"KEGG"	"Amean"	"Fstat.ANOVA"	"rawP.ANOVA"	"FDR.ANOVA"	"FC.Cel_vs_Glu"	"rawP.Cel_vs_Glu"	"FDR.Cel_vs_Glu"	"FC.Xyl_vs_Glu"	"rawP.Xyl_vs_Glu"	"FDR.Xyl_vs_Glu"	"FC.Xyl_vs_Cel"	"rawP.Xyl_vs_Cel"	"FDR.Xyl_vs_Cel"	"LIPO.Cel.1"	"LIPO.Cel.2"	"LIPO.Cel.3"	"LIPO.Glu.1"	"LIPO.Glu.2"	"LIPO.Glu.3"	"LIPO.Xyl.1"	"LIPO.Xyl.2"	"LIPO.Xyl.3"
"gm1.15_g"	"15"	NA	NA	NA	4.8486036145396	38.4121941227373	2.48246097980412e-05	0.000327562689567123	2.10646778881412	6.54765016591006e-06	0.000106869037925332	1.4845231234807	0.000995552684841231	0.0097452536607405	-1.41895249423611	0.00224266126895241	0.0104001857982055	5.35231637330822	5.29557230004612	5.47757431482596	4.15226110224332	4.37404941265638	4.37467490826243	4.90859526862391	5.00934445836304	4.69304439252702
"fgenesh1_pm.1_-_12"	"101368"	NA	NA	NA	2.63657752697552	2.05768705603848	0.179995923843181	0.230105465045906	-1.23825294704936	0.0761260375960598	0.136670083756867	-1.07037436369068	0.542123492388305	0.687605930868091	1.15684099792882	0.20662167161527	0.292094805213227	2.37101020213252	2.52103567243163	2.49919006498699	2.6504826748484	2.82873653937875	2.83693488912151	2.78810293731471	2.77288003875918	2.46082472380598
"CE303_12625"	"121420"	NA	NA	NA	5.83905918186856	5.87085560016466	0.0213806513530877	0.0415484170937295	1.20047865447073	0.0291046435904845	0.0645509184660242	1.26150470012586	0.00903813773479082	0.0429755149542809	1.05083476114121	0.503760664200378	0.591713871529481	5.9532208925535	5.81682585824125	5.93920471618861	5.49963981461597	5.6154242784345	5.80335811957027	5.91432772802155	6.01157319382896	5.99795803536244
"estExt_fgenesh1_pm.C_1_t10015"	"114505"	NA	NA	NA	3.11996945804641	8.23710914162152	0.00813426295931106	0.0202142772670113	-2.51766941927845	0.0170132410902231	0.0424229206593807	1.39733657022379	0.322651651556411	0.488395969956512	3.51803155129187	0.00305564679904206	0.0127809449399486	3.25240934877034	1.58989250605157	1.37074923422352	3.10384048790744	3.85131381680943	3.25416337478906	4.18161971704391	3.32000277594821	4.15573386087423
"CE335_411"	"121452"	NA	NA	NA	0.802497691193247	18.6321762848877	0.000478933351040552	0.00269552593674098	1.60557291824564	0.0063632130555652	0.0197990068881821	-1.43038990106204	0.0262536654517882	0.0890702757397315	-2.29659528767727	0.000134841402253571	0.00190657108873787	1.34715209012074	1.38974092271999	1.55318489175645	0.715659422207922	0.811157073667758	0.713996845976739	0.170110230664883	0.310329899937449	0.211147843687291
"estExt_Genemark1.C_1_t10020"	"24515"	NA	NA	NA	4.77628995587299	1.79256294426754	0.217601766268858	0.268709549530689	1.02306868922054	0.822426725393341	0.871651588686223	1.18812275220776	0.112951117121089	0.243035433478239	1.16133233743373	0.162388306286194	0.242099166718973	4.89043273172427	4.67962321428517	4.57593604700369	4.77666690385532	4.79170795396572	4.47890810090705	5.0311797497519	4.72550250515265	5.03665239621116
"CE366_2469"	"121483"	NA	NA	NA	7.17694709618521	7.83886841112473	0.009448166962444	0.0225317156352304	-1.03368065927891	0.813805881465219	0.864555200236609	1.5712711656301	0.0083387118039948	0.0407597970210892	1.62419261439447	0.00559514616111904	0.0192522261125948	7.28191523758116	6.80738232655427	6.69403043663605	6.6590731062175	7.33882682585852	6.9287997327167	7.68899131513071	7.43808887086036	7.75541601411163
"fgenesh1_kg.1_-_33_-_Locus5934v3rpkm3.13"	"66898"	NA	NA	NA	4.31140959455215	10.041529252024	0.00435035129189405	0.0126381683682458	1.77324808333291	0.00186601884564687	0.00776181135352727	1.12040982327406	0.421141441990475	0.582522097727429	-1.58267809376316	0.00717698790575107	0.0231862414786485	4.60000872490287	4.82894658594869	4.99403571172021	4.43396218892262	3.78383049899763	3.7260151700083	4.00607888226449	4.23359167374224	4.19621691446232
"CE389_3994"	"121506"	"1.1.1.-"	"With NAD(+) or NADP(+) as acceptor."	"Bile acid biosynthesis; Vitamin B6 metabolism; Glycine, serine and threonine metabolism; Butanoate metabolism; Fructose and mannose metabolism; Galactose metabolism; Lysine degradation; Nucleotide sugars metabolism; Ascorbate and aldarate metabolism; Tetrachloroethene degradation; Benzoate degradation via CoA ligation; Glycerolipid metabolism"	5.58779807610229	8.46741449531521	0.00747496205467655	0.0189473379832922	-1.48039694653385	0.0211753129865073	0.0501369441509608	1.2006935138626	0.230175089394308	0.390631684261407	1.7775030116452	0.00257136062241678	0.01145457139874	5.64862161816567	4.9910364136906	4.72790012717629	5.73761865338646	5.69104771565003	5.63684398515095	6.02353687104226	5.74527032532168	6.08830697533672
"fgenesh1_kg.1_-_38_-_Locus7780v1rpkm3.65"	"66903"	"1.1.-.-"	"Acting on the CH-OH group of donors."	"Benzoate degradation via CoA ligation; Ethylbenzene degradation"	1.75517084024727	18.3935611293008	0.000503225013559257	0.00279950976986417	-2.64311178538921	0.000564093255582989	0.00316296651450118	1.0831689504202	0.688078665076377	0.796499324297478	2.86293661842331	0.000315314653953944	0.00328347076544551	1.3891299269079	0.470370374551056	0.486279045610754	2.47650076178486	2.08622389064566	1.98976702158247	2.52049841426789	2.28236220655911	2.09540592031575
"fgenesh1_kg.1_-_39_-_Locus5269v1rpkm18.16"	"66904"	NA	NA	NA	0.929198149882009	1.4534797162544	0.280532834404806	0.333688295423207	1.37427210688943	0.122862031241154	0.200010435940716	1.13027392584311	0.530163601029618	0.678334750601631	-1.21587526303795	0.323979626134436	0.416799011826139	1.21335141783146	1.19871754642341	1.11618840242205	0.459159856659313	1.22706847796486	0.466025970691455	1.23849208029606	0.708395152101868	0.735384444547604
"fgenesh1_pm.1_-_21"	"101377"	NA	NA	NA	1.21406979703148	2.21864032902722	0.160979126400036	0.209468159620705	1.54309629160445	0.0644816963229009	0.120459959191923	1.17786906617388	0.450049135119521	0.609152498012866	-1.31007455405629	0.224155949334072	0.311429102072578	1.3891299269079	1.35350625561353	1.91505021505684	1.18039181858862	1.13378433491367	0.466025970691455	0.929600668188621	1.64669890095285	0.912440082369834
"estExt_Genewise1Plus.C_1_t10030"	"89156"	NA	NA	NA	8.27757096983194	25.6831247847264	0.000134246498251601	0.00109044136835921	-3.2510243749524	5.63034501193503e-05	0.000542652507697153	-1.27521582409124	0.192846414801699	0.348553414138459	2.54939149399999	0.000342424184218051	0.00343798797565398	7.93668092696651	6.98071543780167	6.86426923591019	9.21725118093323	8.92729361799819	8.73980392030034	8.64604509598383	8.552499005635	8.63358030695851
"fgenesh1_kg.1_-_44_-_Locus8148v1rpkm3.05"	"66909"	NA	NA	NA	4.21657512201432	8.77176916078328	0.00669976102566085	0.0175023680517264	-1.2415039669021	0.0837940864467321	0.147509027207987	1.28838599855962	0.0484161754140795	0.136400992498653	1.59953632811289	0.00201069155828282	0.00965852349301816	3.84164706035504	4.07498488787791	3.7433507877184	4.52617189788491	4.06852518497214	4.00155226692775	4.62691642845662	4.45188959690496	4.61413798703113
"e_gw1.1.1501.1"	"46919"	"3.4.11.18"	"Methionyl aminopeptidase."	NA	7.27110661476817	22.4834556269928	0.000229498753071722	0.00160584961608806	-1.59954386874114	6.72305038664702e-05	0.000622400275005497	-1.19439755341524	0.0315391943489331	0.10149861601877	1.33920558039275	0.002191171086553	0.0102372822139638	7.07646783761411	6.82898596400012	6.80882803801387	7.48157644146498	7.66688873185755	7.59879834641233	7.29742862392332	7.39483610930662	7.2861494403206
"estExt_Genewise1Plus.C_1_t10035"	"89161"	NA	NA	NA	3.88664272196839	23.4117866324773	0.000195217586955604	0.00142300353675988	-2.7601992372398	5.26821422662958e-05	0.000513685096279674	-1.66902462273574	0.00650036801829671	0.0339866038171112	1.65377981824828	0.00719819627870753	0.023224777679646	3.41362739820741	3.01429421860501	3.04146697238396	4.24337145324006	4.51018857858809	5.110145780339	3.8061811764721	3.97627011272702	3.86423880715282
"fgenesh1_pm.1_-_25"	"101381"	NA	NA	NA	2.88178623513367	1.8157477103226	0.213956976271781	0.26499323290144	1.33754278501747	0.0875144505392773	0.152384318548787	1.13514429567036	0.427436963355593	0.588195879925548	-1.17830199219526	0.309646350104088	0.402706529807984	2.93578886786064	3.0373193605068	3.32854485910062	2.19681251810022	2.81377720223377	3.03230824456592	2.97850950890096	2.75615026752042	2.85686528741371
"estExt_fgenesh1_pm.C_1_t10026"	"114515"	"5.3.1.4"	"L-arabinose isomerase."	"Pentose and glucuronate interconversions"	5.42042412762688	87.9254173768916	6.16890865353929e-07	2.0050288385616e-05	-3.02151033889532	3.58614728911183e-06	6.7311984616629e-05	-4.52281629725036	2.1722024232649e-07	2.17451943918305e-05	-1.49687268616262	0.00682043398337175	0.0222917359102239	4.98926907431222	5.15527707854229	5.10340787217807	6.27982993613863	6.74532967446283	7.0086040502551	4.35193565882913	4.56186771586222	4.58829608806143
"fgenesh1_kg.1_-_54_-_Locus4949v2rpkm3.61"	"66919"	NA	NA	NA	8.14198333223176	6.66458176783462	0.0151254716682383	0.0318725952765515	-1.40488705879982	0.00469836761113218	0.015650108262813	-1.18239347941019	0.103159969364935	0.227862717822834	1.18817219755019	0.0947699121876841	0.159450950561208	8.01459333821711	7.93840962836091	7.73374893972859	8.11085575621711	8.47996825575305	8.56729035772047	8.08938403524799	8.2076610504374	8.13593862840322
"gm1.34_g"	"34"	"1.1.1.62"	"Estradiol 17 beta-dehydrogenase."	"Androgen and estrogen metabolism"	3.77737211388337	7.7109710315997	0.00992352659651639	0.0233341176594566	1.39316968516102	0.00301384594296157	0.0112520911684513	1.17765472586141	0.0824778272337256	0.194932053794803	-1.18300351925474	0.0755100002166734	0.132770276727584	3.95778087951119	4.0240244570275	4.07113635647991	3.46001863963861	3.46753723429153	3.69027286142729	3.70200466199421	3.85581015412761	3.76776378045249
"fgenesh1_kg.1_-_56_-_Locus4803v1rpkm25.10"	"66921"	"1.1.1.95"	"Phosphoglycerate dehydrogenase."	"Glycine, serine and threonine metabolism"	7.0098376812978	43.5454973711883	1.44219997599352e-05	0.000217867956131979	2.04139813150998	1.07217983326055e-05	0.000156613349963428	1.97253416790187	1.63296203520987e-05	0.000584624148610857	-1.03491141736792	0.699374382279333	0.764546136015322	7.52368690246942	7.37456676928521	7.21032423546939	6.12992569835828	6.33158651429083	6.55839296371847	7.27521272753467	7.33835352878511	7.34648979176881
"CE708_69760"	"121825"	NA	NA	NA	7.0991257859671	25.0622534623951	0.000148292801772104	0.00116584539864393	-25.2232211038868	4.39217318785477e-05	0.000454220885597984	-3.25619779958127	0.0290983607450854	0.0959806097492226	7.74621895117377	0.00136179290221645	0.00760174060211233	6.42868387074247	4.14555503778084	3.11296554874809	8.62648695301964	9.597503341177	9.43325602341087	7.5266722320194	7.67902272389063	7.34198634291494
"CE829_6644"	"121946"	NA	NA	NA	5.24595259545428	9.0229586285433	0.00613210552694519	0.0163901204330027	-1.64967391297676	0.00661480622857876	0.0203374140721414	1.06542337675074	0.672598545734894	0.786094315282937	1.75760115090131	0.00326167669081624	0.0132514440447231	5.1806895067735	4.65378215699308	4.36759752438731	5.157972006003	5.45836617608718	5.75227364197873	5.62631182279118	5.57686411577134	5.43971640830319
"CE837_8002"	"121954"	"1.1.1.-"	"With NAD(+) or NADP(+) as acceptor."	"Bile acid biosynthesis; Vitamin B6 metabolism; Glycine, serine and threonine metabolism; Butanoate metabolism; Fructose and mannose metabolism; Galactose metabolism; Lysine degradation; Nucleotide sugars metabolism; Ascorbate and aldarate metabolism; Tetrachloroethene degradation; Benzoate degradation via CoA ligation; Glycerolipid metabolism"	6.64764141129015	1.28203448015783	0.320661466588353	0.372797505596989	-1.08352245868037	0.191567254591674	0.285828089720646	-1.00201061049729	0.972670161739696	0.984972224320426	1.08134828846037	0.201959377452387	0.286805614931682	6.62590209998434	6.52127938834698	6.56718241682654	6.6526946716641	6.7224835435952	6.68637286138206	6.6981907475425	6.60897161394579	6.74569535832383
"fgenesh1_kg.1_-_65_-_Locus3780v1rpkm42.12"	"66930"	NA	NA	NA	5.31232796420572	63.3281980044397	2.74253454177524e-06	6.31624212872654e-05	-2.36563171742343	1.54365104222255e-06	3.55513252300826e-05	-2.12821219135175	4.92351553233467e-06	0.000249768612275464	1.11155820224903	0.234643477596218	0.322833650319298	4.90858599529969	4.75448015319958	4.87910876111891	6.32545677506236	5.9609075579379	5.98248705191637	5.04544085539824	5.04076660856778	4.91371791935061
"CE946_663"	"122063"	NA	NA	NA	4.61166381515193	34.5950952125713	3.88313031381923e-05	0.00043907443367703	-4.00554392014631	1.19394038216745e-05	0.000168815525222471	-1.59093216306931	0.0216404686551109	0.0780410608054325	2.51773395065355	0.000320005377004762	0.00330936690158644	3.92961203569795	3.3901679935732	3.18108741274893	6.03502953478719	5.19818670426087	5.27364568938832	4.92719819636378	4.84502781248839	4.72501895705877
"CE914_1160"	"122031"	NA	NA	NA	2.79611861001688	1.00898591603133	0.399910028211195	0.450829503274722	-1.04129229909921	0.824640125889307	0.873627496144619	1.21602781870771	0.297713110740557	0.462366425661742	1.26624040311075	0.214570336455586	0.300670788747395	2.70599064203795	2.80215002265769	2.48128872897758	2.07997402505938	3.08694613424199	2.99763453903968	2.99035254385849	3.16386556686547	2.85686528741371
"fgenesh1_kg.1_-_71_-_Locus3222v1rpkm53.67"	"66936"	NA	NA	NA	6.74838102950778	10.02315501809	0.0043764523813801	0.0126719647047442	-1.81199073098636	0.00162133838556899	0.00696143102391558	-1.17185818167547	0.276398940429829	0.44156175838755	1.54625428172174	0.0103850725952779	0.0300814525637912	6.79742687436095	5.99938939939688	5.96197364912611	7.11105028494402	7.10154758518879	7.11891877917805	6.80598776690509	6.78422653169796	7.05490839477217
"gm1.44_g"	"44"	NA	NA	NA	3.88995343462467	17.2056324469274	0.000648826542102005	0.0032870375695694	-2.47158043201618	0.000330215436317205	0.00209220041845534	-1.13368985522441	0.470656750898586	0.626318838310277	2.18012044531081	0.000969650601603577	0.00616129528099167	3.46359743521418	3.15778040903546	2.6186407612163	4.79067747632443	4.2846546954605	4.08098800318416	4.21732945202281	4.0329269364115	4.36298574275266
"e_gw1.1.1522.1"	"47579"	"1.-.-.-"	"Oxidoreductases."	NA	4.62669618556527	10.277136839876	0.00403175155853625	0.0119645813049368	-1.79153648077241	0.00170422730480829	0.00724127821420523	-1.12669988422929	0.401255007284371	0.564372910208141	1.59007425655137	0.00693452887411778	0.0225974144040262	4.51250970150407	4.09157938098446	3.76570791197278	5.12885640140783	4.99104534365825	4.77348751304745	4.79163988968564	4.58099324825638	5.00444627957063
"fgenesh1_pg.1_-_33"	"60275"	"1.14.11.8"	"Trimethyllysine dioxygenase."	"Lysine degradation"	6.55142315260958	6.04979179186148	0.019732616603119	0.0390285788873071	-1.10301565820375	0.229769412269657	0.33067064353471	1.17963046886839	0.0570114862088858	0.152219857203526	1.30115087805607	0.00661849773455706	0.0218041601540388	6.56997106670324	6.29280344348326	6.27025341343576	6.57656737419679	6.53796002677214	6.44286033656332	6.84482957941909	6.61710122113699	6.8104619117756
"gm1.46_g"	"46"	NA	NA	NA	4.44458832086476	40.2640381762325	2.0263593681244e-05	0.000282261709385491	1.37198145816062	0.0566552925807647	0.108065153926375	-2.57144162069402	8.38512491565994e-05	0.00179363112989079	-3.52797022433469	7.49708681612864e-06	0.000299839560347537	4.78825111480158	5.28117683800038	5.53943637869225	4.79067747632443	4.57372531427058	4.87567858849634	3.14669104537278	3.71574158554788	3.28991654627665
"fgenesh1_kg.1_-_75_-_Locus2906v1rpkm62.02"	"66940"	NA	NA	NA	5.76114165373712	23.7169980152951	0.000185319975088348	0.00136613152911517	1.35125140090307	0.0053624007202228	0.0173388908731407	-1.32266200786242	0.00814130349853586	0.0400819060111523	-1.78724889104536	5.00534643630242e-05	0.000981204726991086	6.0181973101222	6.12561418549838	6.41165013634251	5.69106959208508	5.75313522644101	5.80836847243447	5.25875559507176	5.49604527022277	5.28743909541588
"fgenesh1_kg.1_-_77_-_Locus7648v2rpkm2.02"	"66942"	NA	NA	NA	5.82509739233673	10.5497034280449	0.00369758346540763	0.0112591659757052	1.39970690582992	0.00163048409173488	0.00699524260614027	1.06483925661326	0.439013319928247	0.599838399639906	-1.31447718248265	0.00588686094325714	0.0200159363968958	6.14458197679565	6.06808051056759	6.14224355166317	5.44458149526192	5.71136936097755	5.74358089364876	5.8195927267735	5.77878701900224	5.57305899634022
"CE1069_6852"	"122186"	NA	NA	NA	6.00436490445762	0.482252673089254	0.63145787695097	0.66746244405855	1.0270485077127	0.690680156545249	0.765745217859086	1.06571300028518	0.351935287470533	0.516080105142336	1.03764621853995	0.583095988284767	0.663861095091136	6.14611289830087	5.91953873618192	5.93263275469776	5.91010810253447	5.98280675983497	5.98985656066291	6.0134158874537	6.04122213824618	6.10359030220582
"CE1237_3246"	"122354"	NA	NA	NA	8.5979807410951	8.92974803098314	0.00633571327192066	0.0167723295819332	-1.60108915553989	0.0655769167664814	0.121959745128249	1.62845710061688	0.0579043869409824	0.153674845229019	2.60730500405961	0.00188465817536679	0.00927258054436357	8.80723036311095	7.55242316952975	7.37267568502768	8.85951521029883	8.41051055589233	8.49946438817031	9.22426002619819	9.09975703263084	9.55599023899703
"CE1258_2982"	"122375"	NA	NA	NA	5.45123064181349	10.4457169528265	0.00382097654319014	0.0115178628768902	-1.46563802520796	0.006309618440729	0.019648533908334	1.09705293891679	0.420702999154376	0.582237441041669	1.6078825029426	0.0016517504182775	0.00848825608516597	5.43979943030378	4.89346164362922	4.78374002801784	5.66087701013463	5.62830668216596	5.48240392664229	5.73589206457691	5.68024730236129	5.75634768848947
"fgenesh1_pm.1_-_45"	"101401"	NA	NA	NA	5.51079238655815	4.52282104305276	0.0410053764704271	0.0695590525395316	-1.31702896098847	0.0140575398541297	0.0366854394246804	-1.11772325358923	0.255665182103002	0.418746550442701	1.17831400282604	0.106201097926168	0.17447655212903	5.51518863021217	5.21959988548975	5.16357752691964	5.78737838342123	5.60893968113015	5.69390918891965	5.37849769221187	5.48339521057467	5.74664528014422
"estExt_Genewise1.C_1_t10078"	"76917"	NA	NA	NA	7.67016033776913	2.05067265507629	0.180884626327481	0.230966288174613	-1.24920147878139	0.132259189494333	0.211998717917048	1.02782041073329	0.843557277039385	0.902045825999505	1.28395477700973	0.0955693855187217	0.160235584295347	7.86876344324793	7.27031418672025	7.18980281175889	7.41152601045185	7.92096903608332	7.9594039421147	7.77366428894037	7.77349277767387	7.86350654293095
"fgenesh1_kg.1_-_85_-_Locus3416v1rpkm49.32"	"66950"	NA	NA	NA	5.85777656650297	33.951272798972	4.20531925528905e-05	0.00046431672012809	2.00659879937545	0.00213129890222642	0.00862630305008948	-1.98870289765608	0.00231685995047409	0.0167743341448018	-3.99052884675117	1.10993916708946e-05	0.000384028721958878	6.3604233219662	6.97699871559591	7.23723980709811	5.81962293704358	5.58711140232297	6.15367092875175	4.81513604857138	5.19458647965153	4.57519945752531
"estExt_fgenesh1_pm.C_1_t10048"	"114537"	NA	NA	NA	7.63033588750103	13.1009242680312	0.00175945910749453	0.0065923346047216	1.42430626259109	0.0112272596253203	0.0305770507705708	-1.24717989736968	0.0806167485294084	0.191723328463351	-1.77636613840135	0.000532485615782472	0.0044053037296002	7.68298135868771	8.25924276991931	8.28797190582517	7.7410775433447	7.44032304088144	7.51801726126343	7.20071267100988	7.17960155722874	7.36309487934893
"fgenesh1_kg.1_-_88_-_Locus2397v1rpkm76.96"	"66953"	NA	NA	NA	6.43723849042119	5.42935795747971	0.0262135767913451	0.0486675406897673	-1.21833294089937	0.00876951545690607	0.0255002021884008	-1.08112662917066	0.226292520386534	0.387368303387679	1.12691049135841	0.0769090700785261	0.134851307367953	6.39173444010846	6.22673204740398	6.23596761382386	6.55620758806935	6.6347667446488	6.51818509088011	6.50532885399815	6.4385713798237	6.42765265503426
"fgenesh1_kg.1_-_89_-_Locus2837v1rpkm63.93"	"66954"	"3.1.26.3"	"Ribonuclease III."	NA	5.6601671827954	2.29819451106681	0.152478157354079	0.199791623981575	-1.09428436566146	0.279867066944523	0.385407545601519	1.08169576796419	0.342732718847384	0.507942608193083	1.18368276728538	0.0586869641662879	0.108661338337975	5.55952024882616	5.50827474527751	5.53943637869225	5.42075533529008	5.78990896731282	5.78653014643053	5.74290977137419	5.8034232369841	5.79074581497096
"fgenesh1_kg.1_-_90_-_Locus2613v1rpkm70.13"	"66955"	NA	NA	NA	5.88924863302863	1.62225315850038	0.246802554715154	0.299159441524278	-1.10985548629624	0.121249681736479	0.197900567495105	-1.08761308180127	0.202029849496487	0.359355629002517	1.02045065921618	0.748503577832004	0.804432416599296	5.83480681173593	5.90865414510201	5.74470667907994	6.06030930074996	5.93694600950858	5.94202783436711	5.85402940591489	5.884557564779	5.83719994602024
"CE1442_4987"	"122559"	NA	NA	NA	9.01856498392239	13.0867301288799	0.00176621473400261	0.00660066710945324	-1.2988583000229	0.0436449929500854	0.0881588934810979	-1.77905717876996	0.000506563382900412	0.00611459466047635	-1.36970844220543	0.0196825152970477	0.048119936454	8.83739298204975	9.22152344807806	9.07340330628444	9.76089477926203	9.30766131358281	9.19549578579761	8.63099316851622	8.55431457828826	8.5854054934423
"gw1.1.930.1"	"41460"	NA	NA	NA	3.36743754924381	2.69188824499458	0.117581716479946	0.161360542374599	-1.15042594327735	0.251885027803192	0.355068791408045	1.13496090292847	0.297585071315048	0.462366425661742	1.3056884673344	0.0436141431820555	0.0871818389272824	3.46359743521418	3.05998279076104	2.99175359026438	3.48321022265252	3.26247081723414	3.37615712285303	3.58971602525482	3.70706297192569	3.37298696703448
"CE1454_247"	"122571"	NA	NA	NA	2.67717006579729	5.83892350506695	0.0216919590159402	0.0420292202043042	-1.14805277477907	0.272366521862823	0.377571611179112	1.29831556446526	0.0532304361185356	0.145328768864715	1.4905347863232	0.00751398265780039	0.0239757678685785	2.11995193106852	2.58494055190047	2.55159870615656	2.52200244345762	2.60371745666762	2.72833817713703	3.01375088725542	3.09900635026492	2.87122408826741
"CE1452_10101"	"122569"	"3.2.1.3"	"Glucan 1,4-alpha-glucosidase."	"Starch and sucrose metabolism"	7.470293910678	7.63631429853426	0.0102143506408756	0.0238165666495945	-1.3835083146268	0.0205590379950159	0.0490178651211747	1.12599821608337	0.336851206977393	0.502399456095801	1.55782789420629	0.00384597930815187	0.0148308231359036	7.51541884801078	6.95298223059029	6.83461348306792	7.44587008257961	7.61173924454698	7.65039917744812	7.73547162768005	7.59331785165498	7.89283265052328
